cofins,erro,fonte_cofins,fonte_ii,fonte_ipi,fonte_pis,ii,ipi,ncm,ncm_formatado,observacoes,override,pis,produto_exemplo,qtd_produtos,regra_pis_cofins,sku_exemplo,status
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,12.6,0.0,84818021,8481.80.21,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,,2,geral_2_10_9_65,373,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",12.6,0.0,84818092,8481.80.92,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Valve for activating the vehicle's front differential,2,autopecas_3_12_14_37,303,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,12.6,3.25,84818099,8481.80.99,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Idle Speed Actuator for vehicle,1,geral_2_10_9_65,368,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,7.8,84821010,8482.10.10,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Freewheel for 4x4 vehicles 1c3z3b396cb,6,autopecas_3_12_14_37,344,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,0.0,84831020,8483.10.20,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Oil level sensor 1131e5,2,autopecas_3_12_14_37,292,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",12.6,0.0,84834090,8483.40.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle transfer case actuator gear,3,autopecas_3_12_14_37,27-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,7.8,84841000,8484.10.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle engine head side cover,1,autopecas_3_12_14_37,208,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",12.6,6.5,84842000,8484.20.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Solenoid gasket,1,autopecas_3_12_14_37,120,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,5.0,85044010,8504.40.10,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Motorcycle Phone Holder with USB Switch,7,geral_2_10_9_65,241,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,9.75,85071090,8507.10.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle Voltage Converter a2059053414,1,autopecas_3_12_14_37,155,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,15.0,85079090,8507.90.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Quick Disconnect Battery Terminal Connector. 2Pcs,1,geral_2_10_9_65,461,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,9.75,85111000,8511.10.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Spark plug 12620539,20,autopecas_3_12_14_37,147,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,9.75,85113020,8511.30.20,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Boat Outboard Engine Ignition Coil,1,autopecas_3_12_14_37,376,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,9.75,85114000,8511.40.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Motorcycle starter motor,3,autopecas_3_12_14_37,52,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,9.75,85119000,8511.90.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Complete motorcycle stator,1,autopecas_3_12_14_37,437,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,9.75,85122011,8512.20.11,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle rear view warning light,6,autopecas_3_12_14_37,222-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,9.75,85122022,8512.20.22,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,"Pair of dynamic blue and yellow LED rearview mirror signal lights, 5W, 12V",5,autopecas_3_12_14_37,181,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,9.75,85129000,8512.90.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,LED flashlight board,4,autopecas_3_12_14_37,221,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,14.4,10.0,85169000,8516.90.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Air duct diffuser for Mitsubishi Lancer,4,geral_2_10_9_65,31-A,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,0.0,9.75,85176254,8517.62.54,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,2usb-c Hdmi Network Hub Adapter,1,geral_2_10_9_65,141,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,20.0,85271300,8527.13.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Car Transmitter Receiver with Bluetooth FM Mp3 USB Pendrive,1,geral_2_10_9_65,210,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,6.5,85291090,8529.10.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Car roof antenna base,1,geral_2_10_9_65,008,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,6.5,85332190,8533.21.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle fan resistance,1,geral_2_10_9_65,236,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,0.0,6.5,85334091,8533.40.91,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle speed gear position sensor,2,geral_2_10_9_65,440,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,14.4,0.0,85351000,8535.10.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Vehicle battery fuse board,1,geral_2_10_9_65,291,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,16.0,3.25,85353019,8535.30.19,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,"Ignition Switch
Cardboard box",1,geral_2_10_9_65,214,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,3.25,85364100,8536.41.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle radiator temperature sensor,3,autopecas_3_12_14_37,001,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,9.75,85365090,8536.50.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Buttons on the steering wheel for vehicle cruise control,12,autopecas_3_12_14_37,23,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,9.75,85369090,8536.90.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Vehicle fuse Box,3,autopecas_3_12_14_37,290,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,9.75,85392110,8539.21.10,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,,5,geral_2_10_9_65,306-10-K,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,18.0,9.75,85392910,8539.29.10,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Pair of LED strips with sequential lighting for signaling.,6,geral_2_10_9_65,194-K,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,12.6,9.75,85399090,8539.90.90,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Car roof antenna,11,geral_2_10_9_65,008-1,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,12.6,3.25,85432000,8543.20.00,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Multifunctional dog repeller,2,geral_2_10_9_65,124,ok
9.65,,Regra geral COFINS-Importação,Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,Regra geral PIS-Importação,10.8,6.5,85437099,8543.70.99,"Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra geral; confirmar exceções legais por NCM, destinação e perfil do importador.",False,2.1,Multifunctional dog repellent  Yellow color,1,geral_2_10_9_65,124-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",16.0,5.0,85444200,8544.42.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Stereo Auxiliary Cable,1,autopecas_3_12_14_37,100,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87081000,8708.10.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Chrome exhaust for vehicles,29,autopecas_3_12_14_37,160,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87082100,8708.21.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Anti-sound insert for seat belt,12,autopecas_3_12_14_37,314,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",12.6,3.25,87082919,8708.29.19,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,5-Speed vehicle gear lever,4,autopecas_3_12_14_37,4-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87082993,8708.29.93,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Pair of black vehicle front door handles,3,autopecas_3_12_14_37,232-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87082994,8708.29.94,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,LCD display for vehicle instrument panel,5,autopecas_3_12_14_37,200,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87082999,8708.29.99,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Pickup rear door shock absorber handle right side,15,autopecas_3_12_14_37,189-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87083090,8708.30.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Button and spring for gear lever for automatic vehicle,2,autopecas_3_12_14_37,227-1,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87084080,8708.40.80,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Automatic transmission shift cover mat,4,autopecas_3_12_14_37,246,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87087090,8708.70.90,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,90º extension valve Adapted to motorcycle tires,6,autopecas_3_12_14_37,167,ok
14.37,,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",Buscador NCM (página pública; conferir exceções TEC/LETEC/Ex-tarifário),TIPI oficial Receita Federal — atualizada ADE RFB nº 1/2026,"Lei 10.865/2004 art. 8º, § 9º-A — autopeças",18.0,3.25,87088000,8708.80.00,Fonte gratuita pública usada para alimentar a nova base local. PIS/COFINS usam regra geral quando a página não trouxer exceção específica; confirme exceções com contador. Regra majorada de autopeças aplicada por NCM explícito/conservador para importador não fabricante. Confirmar descrição/destinação nos Anexos I/II da Lei 10.485/2002 e eventual adicional de COFINS.,False,3.12,Bearing for vehicle suspension,1,autopecas_3_12_14_37,55,ok
